Budget_Low,Budget_Med,Budget_High,Rain_Low,Rain_Med,Rain_High,Deaths_None,Deaths_Any,Deaths_High,Var_Efficient,Var_Inefficient,Aff_Low,Aff_High,Super_Typhoon
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9169542477409002,0.0,0.0
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9616794966241271,0.0
1.0,0.0,0.0,0.9982758620689656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.2729981178954433,0.7270018821045566,0.0
1.0,0.0,0.0,0.9982758620689656,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.28782313662425574,0.0,0.0
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.8814819528694867,0.0,0.0
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3056203730752654,0.6943796269247345,0.0
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.9169542477409002,0.0,0.0
1.0,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9616794966241271,0.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.3784524104291466,0.6215475895708534,1.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.8842155292918873,0.11578447070811275,1.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.0,0.9226495693940403,1.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.025713932840343883,0.9742860671596562,1.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.4168849313308396,0.5831150686691604,1.0
1.0,0.0,0.0,0.0,0.0,0.9315899581589958,1.0,0.0,0.0,1.0,0.0,0.1576075106397159,0.8423924893602841,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.3784524104291466,0.6215475895708534,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.8842155292918873,0.11578447070811275,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.9226495693940403,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.025713932840343883,0.9742860671596562,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.4168849313308396,0.5831150686691604,1.0
1.0,0.0,0.0,0.0,0.5219999999999999,0.4780000000000001,1.0,0.0,0.0,1.0,0.0,0.1576075106397159,0.8423924893602841,1.0
1.0,0.0,0.0,0.0,0.746,0.25400000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.9595840273942794,1.0
1.0,0.0,0.0,0.0,0.746,0.25400000000000006,1.0,0.0,0.0,1.0,0.0,0.14742934148346265,0.8525706585165373,1.0
1.0,0.0,0.0,0.0,0.746,0.25400000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.7449281868791066,1.0
1.0,0.0,0.0,0.0,0.746,0.25400000000000006,1.0,0.0,0.0,1.0,0.0,0.8109605023105764,0.0,1.0
1.0,0.0,0.0,0.0,0.746,0.25400000000000006,1.0,0.0,0.0,1.0,0.0,0.8057354504999381,0.1942645495000619,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.2268123867478972,0.7731876132521028,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.8061111742683572,0.0,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.8034953823347118,0.19650461766528812,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.9587773859284928,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.5031689613418937,0.0,1.0
1.0,0.0,0.0,0.0,0.9840000000000001,0.015999999999999945,1.0,0.0,0.0,1.0,0.0,0.0,0.9595840273942794,1.0
1.0,0.0,0.0,0.0,0.9840000000000001,0.015999999999999945,1.0,0.0,0.0,1.0,0.0,0.14742934148346265,0.8525706585165373,1.0
1.0,0.0,0.0,0.0,0.9840000000000001,0.015999999999999945,1.0,0.0,0.0,1.0,0.0,0.0,0.7449281868791066,1.0
1.0,0.0,0.0,0.0,0.9840000000000001,0.015999999999999945,1.0,0.0,0.0,1.0,0.0,0.8109605023105764,0.0,1.0
1.0,0.0,0.0,0.0,0.9840000000000001,0.015999999999999945,1.0,0.0,0.0,1.0,0.0,0.8057354504999381,0.1942645495000619,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.3784524104291466,0.6215475895708534,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.8842155292918873,0.11578447070811275,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.0,0.9226495693940403,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.025713932840343883,0.9742860671596562,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.4168849313308396,0.5831150686691604,1.0
1.0,0.0,0.0,0.0,0.0975,0.9025,1.0,0.0,0.0,1.0,0.0,0.1576075106397159,0.8423924893602841,1.0
1.0,0.0,0.0,0.0,0.865,0.135,1.0,0.0,0.0,1.0,0.0,0.0,0.9595840273942794,1.0
1.0,0.0,0.0,0.0,0.865,0.135,1.0,0.0,0.0,1.0,0.0,0.14742934148346265,0.8525706585165373,1.0
1.0,0.0,0.0,0.0,0.865,0.135,1.0,0.0,0.0,1.0,0.0,0.0,0.7449281868791066,1.0
1.0,0.0,0.0,0.0,0.865,0.135,1.0,0.0,0.0,1.0,0.0,0.8109605023105764,0.0,1.0
1.0,0.0,0.0,0.0,0.865,0.135,1.0,0.0,0.0,1.0,0.0,0.8057354504999381,0.1942645495000619,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.2268123867478972,0.7731876132521028,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.8061111742683572,0.0,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.8034953823347118,0.19650461766528812,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.0,0.9587773859284928,1.0
1.0,0.0,0.0,0.0,0.866,0.13400000000000006,1.0,0.0,0.0,1.0,0.0,0.5031689613418937,0.0,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9042737014111764,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5123190914893545,0.4876809085106455,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.19226548678414446,0.8077345132158555,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4915831719446153,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5216923708384513,0.4783076291615487,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.9042737014111764,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5123190914893545,0.4876809085106455,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.19226548678414446,0.8077345132158555,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4915831719446153,1.0
1.0,0.0,0.0,0.04,0.96,0.0,1.0,0.0,0.0,1.0,0.0,0.5216923708384513,0.4783076291615487,1.0
