Year,typhoon_key,region_key,Max 24-hour Rainfall (mm),Peak Gust (10 mins sustained) (m/s),Cumulative_Budget_To_Date,Cumulative_Variance_To_Date,Variance_Ratio_To_Date,typhoon_name_info_infra,Region_info_infra,Date,Province,Location,infra_project_count,typhoon_name_impact,Region_impact,Category,Deaths,Injuries,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP),_merge,merge_source,has_infra_weather_data,has_impact_data
2020,AMBO,REGION I,,,,,,,,,,,,Ambo,Region I,Super Typhoon,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,AMBO,REGION II,,,,,,,,,,,,Ambo,Region II,Super Typhoon,0.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,AMBO,REGION III,282.7,25.25,0.0,0.0,0.0,Ambo,Region III,2020-05-11,Aurora,"Casiguran, Aurora",1.0,Ambo,Region III,Super Typhoon,0.0,0.0,3505.0,4.0,2.0,6.0,0.0,55159678.0,both,both,True,True
2020,AMBO,REGION IV A,1022.4,89.0,0.0,0.0,0.0,Ambo,Region IV-A,2020-05-11,Cavite,"Sangley Pt., Cavite City, Cavite",4.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,AMBO,REGION V,521.6,43.0,0.0,0.0,0.0,Ambo,Region V,2020-05-11,Masbate,"Masbate City, Masbate",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,AMBO,REGION VIII,431.6,70.0,0.0,0.0,0.0,Ambo,Region VIII,2020-05-11,Northern Samar,"Catarman (Synoptic), Northern Samar",2.0,Ambo,Region VIII,Super Typhoon,0.0,0.0,574815.0,7646.0,49617.0,57263.0,0.0,191351482.0,both,both,True,True
2020,CARINA,REGION I,370.6,20.0,0.0,0.0,0.0,Carina,Region I,2020-07-11,Ilocos Norte,"Laoag City, Ilocos Norte",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,CARINA,REGION II,290.8,24.0,0.0,0.0,0.0,Carina,Region II,2020-07-11,Batanes,"Itbayat, Batanes",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,CARINA,REGION IV A,88.4,12.428571428571429,0.0,0.0,0.0,Carina,Region IV-A,2020-07-11,Cavite,"Sangley Pt., Cavite City, Cavite",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,CARINA,REGION XI,95.8,12.428571428571429,0.0,0.0,0.0,Carina,Region XI,2020-07-11,Davao del Sur,"PCA Bago-Oshiro, Davao City",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,ENTENG,NCR,89.2,0.0,0.0,0.0,0.0,Enteng,NCR,2020-08-09,Metro Manila,"Science Garden, Quezon City",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,ENTENG,REGION III,173.0,0.0,0.0,0.0,0.0,Enteng,Region III,2020-08-09,Bataan,"Subic Bay International Airport, Morong, Bataan",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,ENTENG,REGION IV B,216.10000000000002,0.0,0.0,0.0,0.0,Enteng,Region IV-B,2020-08-09,Palawan,"Cuyo, Palawan",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,ENTENG,REGION X,85.4,0.0,0.0,0.0,0.0,Enteng,Region X,2020-08-09,Bukidnon,"Malaybalay, Bukidnon",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,FERDIE,NCR,50.8,0.0,0.0,0.0,0.0,Ferdie,NCR,2020-08-09,Metro Manila,"Science Garden, Quezon City",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,FERDIE,REGION III,350.6,0.0,0.0,0.0,0.0,Ferdie,Region III,2020-08-09,Bataan,"Subic Bay International Airport, Morong, Bataan",4.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,NIKA,REGION III,653.3,0.0,0.0,0.0,0.0,Nika,Region III,2020-10-11,Pampanga,"Subic Bay International Airport, Mabalacat, Pampanga",4.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,NIKA,REGION VII,49.8,0.0,0.0,0.0,0.0,Nika,Region VII,2020-10-11,Cebu,"Mactan-Cebu International Airport, Lapu-Lapu City",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,OFEL,REGION IV A,,,,,,,,,,,,Ofel,Region IV-A,Tropical Depression,0.0,0.0,5595.0,0.0,0.0,0.0,0.0,51562.5,right_only,impact_only,False,True
2020,OFEL,REGION V,,,,,,,,,,,,Ofel,Region V,Tropical Depression,0.0,0.0,760.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,OFEL,REGION VII,,,,,,,,,,,,Ofel,Region VII,Tropical Depression,0.0,0.0,20330.0,7.0,0.0,7.0,0.0,0.0,right_only,impact_only,False,True
2020,PEPITO,CAR,,,,,,,,,,,,Pepito,CAR,Typhoon,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,right_only,impact_only,False,True
2020,PEPITO,REGION II,,,,,,,,,,,,Pepito,Region II,Typhoon,0.0,0.0,2263.0,0.0,0.0,0.0,29200000.0,36433588.0,right_only,impact_only,False,True
2020,PEPITO,REGION III,376.0,83.0,0.0,0.0,0.0,Pepito,Region III,2020-10-19,Zambales,"Iba, Zambales",4.0,Pepito,Region III,Typhoon,0.0,0.0,95089.0,0.0,0.0,0.0,0.0,22442105.0,both,both,True,True
2020,PEPITO,REGION IV A,99.9,20.33333333333333,0.0,0.0,0.0,Pepito,Region IV-A,2020-10-19,Quezon,"Alabat, Quezon",1.0,Pepito,Region IV-A,Typhoon,0.0,0.0,26405.0,4.0,4.0,8.0,0.0,11913175.0,both,both,True,True
2020,PEPITO,REGION IV B,150.2,20.33333333333333,0.0,0.0,0.0,Pepito,Region IV-B,2020-10-19,Palawan,"Cuyo, Palawan",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,PEPITO,REGION V,101.6,20.33333333333333,0.0,0.0,0.0,Pepito,Region V,2020-10-19,Camarines Sur,"Pili, Camarines Sur",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,PEPITO,REGION VI,89.0,20.33333333333333,0.0,0.0,0.0,Pepito,Region VI,2020-10-19,Capiz,"Roxas City, Capiz",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,QUINTA,CAR,,,,,,,,,,,,Quinta,CAR,Super Typhoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,QUINTA,NCR,,,,,,,,,,,,Quinta,NCR,Super Typhoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,QUINTA,REGION III,,,,,,,,,,,,Quinta,Region III,Super Typhoon,0.0,0.0,280279.0,0.0,0.0,0.0,8000000.0,103048653.0,right_only,impact_only,False,True
2020,QUINTA,REGION IV A,326.8,48.0,0.0,0.0,0.0,Quinta,Region IV-A,2020-10-23,Quezon,"Infanta, Quezon",2.0,Quinta,Region IV-A,Super Typhoon,0.0,0.0,105545.0,793.0,7553.0,8346.0,20000000.0,993798088.0,both,both,True,True
2020,QUINTA,REGION IV B,490.5,93.0,0.0,0.0,0.0,Quinta,Region IV-B,2020-10-23,Occidental Mindoro,"San Jose, Occidental Mindoro",3.0,Quinta,Region IV-B,Super Typhoon,0.0,0.0,259639.0,6814.0,52937.0,59751.0,1403983103.75,876560202.0,both,both,True,True
2020,QUINTA,REGION V,720.75,96.0,0.0,0.0,0.0,Quinta,Region V,2020-10-23,Albay,"Legazpi City, Albay",3.0,Quinta,Region V,Super Typhoon,0.0,0.0,211829.0,1517.0,24124.0,25641.0,121253900.0,395790598.0,both,both,True,True
2020,QUINTA,REGION VI,,,,,,,,,,,,Quinta,Region VI,Super Typhoon,0.0,0.0,25582.0,15.0,119.0,134.0,7350000.0,227166497.0,right_only,impact_only,False,True
2020,QUINTA,REGION VII,,,,,,,,,,,,Quinta,Region VII,Super Typhoon,0.0,0.0,5102.0,6.0,1.0,7.0,0.0,0.0,right_only,impact_only,False,True
2020,QUINTA,REGION VIII,,,,,,,,,,,,Quinta,Region VIII,Super Typhoon,0.0,0.0,399.0,2.0,0.0,2.0,0.0,686309.0,right_only,impact_only,False,True
2020,ROLLY,CAR,,,,,,,,,,,,Rolly,CAR,Super Typhoon,0.0,0.0,492.0,0.0,2.0,2.0,0.0,6111656.0,right_only,impact_only,False,True
2020,ROLLY,NCR,,,,,,,,,,,,Rolly,NCR,Super Typhoon,0.0,0.0,20446.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,ROLLY,REGION II,,,,,,,,,,,,Rolly,Region II,Super Typhoon,0.0,0.0,861.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2020,ROLLY,REGION III,,,,,,,,,,,,Rolly,Region III,Super Typhoon,0.0,0.0,303003.0,0.0,0.0,0.0,0.0,67745484.0,right_only,impact_only,False,True
2020,ROLLY,REGION IV A,444.0,82.0,0.0,0.0,0.0,Rolly,Region IV-A,2020-10-29,Cavite,"Sangley Pt., Cavite City, Cavite",3.0,Rolly,Region IV-A,Super Typhoon,0.0,0.0,497576.0,1880.0,22603.0,24483.0,10045000.0,1335182531.0,both,both,True,True
2020,ROLLY,REGION IV B,,,,,,,,,,,,Rolly,Region IV-B,Super Typhoon,0.0,0.0,118846.0,93.0,711.0,804.0,196999800.2,16300000.0,right_only,impact_only,False,True
2020,ROLLY,REGION V,924.25,228.75,0.0,0.0,0.0,Rolly,Region V,2020-10-29,Camarines Norte,"Daet, Camarines Norte",5.0,Rolly,Region V,Super Typhoon,0.0,0.0,1088706.0,35476.0,110008.0,145484.0,6890969893.6,3581704608.0,both,both,True,True
2020,ROLLY,REGION VIII,,,,,,,,,,,,Rolly,Region VIII,Super Typhoon,0.0,0.0,200.0,0.0,0.0,0.0,0.0,173491.0,right_only,impact_only,False,True
2020,TONYO,REGION II,128.7,13.26923076923077,0.0,0.0,0.0,Tonyo,Region II,2020-11-07,Cagayan,"Aparri, Cagayan",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,TONYO,REGION III,246.0,30.0,0.0,0.0,0.0,Tonyo,Region III,2020-11-07,Aurora,"Casiguran, Aurora",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,TONYO,REGION V,304.20000000000005,43.5,0.0,0.0,0.0,Tonyo,Region V,2020-11-07,Masbate,"Masbate City, Masbate",3.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,TONYO,REGION VIII,424.5,38.0,0.0,0.0,0.0,Tonyo,Region VIII,2020-11-07,Northern Samar,"Catarman (Synoptic), Northern Samar",3.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,ULYSSES,CAR,,,,,,,,,,,,Ulysses,CAR,Super Typhoon,14.0,0.0,7032.0,51.0,865.0,916.0,499555326.9,604841401.0,right_only,impact_only,False,True
2020,ULYSSES,NCR,,,,,,,,,,,,Ulysses,NCR,Super Typhoon,0.0,0.0,54195.0,31.0,0.0,31.0,0.0,0.0,right_only,impact_only,False,True
2020,ULYSSES,REGION I,,,,,,,,,,,,Ulysses,Region I,Super Typhoon,2.0,0.0,107618.0,119.0,2837.0,2956.0,547295000.0,425827500.0,right_only,impact_only,False,True
2020,ULYSSES,REGION II,209.0,33.5,0.0,0.0,0.0,Ulysses,Region II,2020-11-08,Cagayan,"Aparri, Cagayan",1.0,Ulysses,Region II,Super Typhoon,20.0,0.0,913275.0,374.0,1126.0,1500.0,4323917825.0,1882426097.0,both,both,True,True
2020,ULYSSES,REGION III,476.0,68.0,0.0,0.0,0.0,Ulysses,Region III,2020-11-08,Aurora,"Baler, Aurora",2.0,Ulysses,Region III,Super Typhoon,6.0,0.0,2324743.0,7569.0,71592.0,79161.0,1129009651.3,1379824325.0,both,both,True,True
2020,ULYSSES,REGION IV A,611.3,64.0,0.0,0.0,0.0,Ulysses,Region IV-A,2020-11-08,Quezon,"Infanta, Quezon",2.0,Ulysses,Region IV-A,Super Typhoon,9.0,0.0,630957.0,4264.0,25846.0,30110.0,2063670200.0,1250132031.0,both,both,True,True
2020,ULYSSES,REGION IV B,,,,,,,,,,,,Ulysses,Region IV-B,Super Typhoon,0.0,0.0,8683.0,0.0,0.0,0.0,10000000.0,561500.0,right_only,impact_only,False,True
2020,ULYSSES,REGION V,541.2,69.0,0.0,0.0,0.0,Ulysses,Region V,2020-11-08,Catanduanes,"Virac, Catanduanes",2.0,Ulysses,Region V,Super Typhoon,0.0,0.0,1138321.0,14102.0,80394.0,94496.0,241205000.0,470537383.0,both,both,True,True
2020,VICKY,REGION III,193.2,17.916666666666664,0.0,0.0,0.0,Vicky,Region III,2020-12-18,Aurora,"Casiguran, Aurora",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,VICKY,REGION IV B,355.6,32.0,0.0,0.0,0.0,Vicky,Region IV-B,2020-12-18,Palawan,"Puerto Princesa City, Palawan",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2020,VICKY,REGION VII,,,,,,,,,,,,Vicky,Region VII,Tropical Storm,0.0,0.0,2598.0,66.0,36.0,102.0,5000000.0,0.0,right_only,impact_only,False,True
2020,VICKY,REGION VIII,657.6,77.33333333333333,0.0,0.0,0.0,Vicky,Region VIII,2020-12-18,Eastern Samar,"Guiuan, Eastern Samar",4.0,Vicky,Region VIII,Tropical Storm,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,both,both,True,True
2020,VICKY,REGION XI,,,,,,,,,,,,Vicky,Region XI,Tropical Storm,0.0,0.0,2818.0,0.0,1.0,1.0,6840000.0,21469638.0,right_only,impact_only,False,True
2020,VICKY,REGION XIII,345.79999999999995,34.0,0.0,0.0,0.0,Vicky,Region XIII,2020-12-18,Surigao del Norte,"Surigao City, Surigao del Norte",2.0,Vicky,Region XIII,Tropical Storm,0.0,0.0,170495.0,411.0,540.0,951.0,138191970.75,29671080.0,both,both,True,True
2021,AURING,CARAGA,,,,,,,,,,,,Auring,CARAGA,Tropical Storm,1.0,2.0,121770.0,60.0,180.0,240.0,0.0,21400000.0,right_only,impact_only,False,True
2021,AURING,REGION V,,,,,,,,,,,,Auring,Region V,Tropical Storm,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,AURING,REGION VII,,,,,,,,,,,,Auring,Region VII,Tropical Storm,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,AURING,REGION VIII,,,,,,,,,,,,Auring,Region VIII,Tropical Storm,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,AURING,REGION X,,,,,,,,,,,,Auring,Region X,Tropical Storm,0.0,0.0,0.0,0.0,6661.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,AURING,REGION XI,,,,,,,,,,,,Auring,Region XI,Tropical Storm,0.0,0.0,0.0,0.0,1796.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,BISING,CARAGA,,,,,,,,,,,,Bising,CARAGA,Super Typhoon,0.0,0.0,257.0,1.0,5.0,6.0,0.0,0.0,right_only,impact_only,False,True
2021,BISING,REGION II,,,,,,,,,,,,Bising,Region II,Super Typhoon,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,BISING,REGION V,393.79999999999995,60.0,0.0,0.0,0.0,Bising,Region V,2021-04-16,Camarines Sur,"Pili, Camarines Sur",2.0,Bising,Region V,Super Typhoon,0.0,0.0,138546.0,0.0,0.0,0.0,0.0,0.0,both,both,True,True
2021,BISING,REGION VIII,709.05,113.33333333333334,0.0,0.0,0.0,Bising,Region VIII,2021-04-16,Northern Samar,"Catarman, Northern Samar",5.0,Bising,Region VIII,Super Typhoon,6.0,20.0,311559.0,150.0,3306.0,3456.0,0.0,261131102.73,both,both,True,True
2021,CRISING,REGION IX,,,,,,,,,,,,Crising,Region IX,Tropical Storm,0.0,0.0,45075.0,4.0,11.0,15.0,0.0,0.0,right_only,impact_only,False,True
2021,CRISING,REGION XI,,,,,,,,,,,,Crising,Region XI,Tropical Storm,0.0,4.0,14522.0,2.0,95.0,97.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,CALABARZON,,,,,,,,,,,,Dante,CALABARZON,Tropical Storm,0.0,0.0,2628.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,CARAGA,,,,,,,,,,,,Dante,CARAGA,Tropical Storm,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION III,103.0,20.0,0.0,0.0,0.0,Dante,Region III,2021-05-30,Bataan,"Abucay, Bataan",1.0,Dante,Region III,Tropical Storm,0.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,both,both,True,True
2021,DANTE,REGION IV B,411.90000000000003,57.0,0.0,0.0,0.0,Dante,Region IV-B,2021-05-30,Oriental Mindoro,"Calapan City, Oriental Mindoro",3.0,Dante,Region IV-B,Tropical Storm,0.0,0.0,745.0,0.0,0.0,0.0,0.0,0.0,both,both,True,True
2021,DANTE,REGION V,,,,,,,,,,,,Dante,Region V,Tropical Storm,0.0,0.0,1780.0,31.0,264.0,295.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION VI,,,,,,,,,,,,Dante,Region VI,Tropical Storm,0.0,0.0,15470.0,81.0,2552.0,2633.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION VII,,,,,,,,,,,,Dante,Region VII,Tropical Storm,0.0,0.0,1415.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION VIII,1186.1999999999998,55.5,0.0,0.0,0.0,Dante,Region VIII,2021-05-30,Northern Samar,"Catarman, Northern Samar",3.0,Dante,Region VIII,Tropical Storm,0.0,0.0,9434.0,33.0,239.0,272.0,0.0,0.0,both,both,True,True
2021,DANTE,REGION X,121.8,17.954545454545453,0.0,0.0,0.0,Dante,Region X,2021-05-30,Misamis Oriental,"El Salvador City, Misamis Oriental",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,DANTE,REGION XI,,,,,,,,,,,,Dante,Region XI,Tropical Storm,0.0,0.0,361.0,3.0,3.0,6.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION XII,,,,,,,,,,,,Dante,Region XII,Tropical Storm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,DANTE,REGION XIII,104.0,17.954545454545453,0.0,0.0,0.0,Dante,Region XIII,2021-05-30,Surigao del Sur,"Hinatuan, Surigao Del Sur",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,EMONG,REGION III,288.8,20.0,0.0,0.0,0.0,Emong,Region III,2021-07-02,Zambales,"Iba, Zambales",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,EMONG,REGION IV A,235.5,24.0,0.0,0.0,0.0,Emong,Region IV-A,2021-07-02,Rizal,"Tanay, Rizal",2.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,EMONG,REGION IX,,,,,,,,,,,,Emong,Region IX,Tropical Storm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,EMONG,REGION V,85.8,12.0,0.0,0.0,0.0,Emong,Region V,2021-07-02,Catanduanes,"Virac, Catanduanes",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,FABIAN,CALABARZON,,,,,,,,,,,,Fabian,CALABARZON,Typhoon,0.0,0.0,3494.0,40.0,97.0,137.0,41519091.21,0.0,right_only,impact_only,False,True
2021,FABIAN,CAR,461.4,40.0,0.0,0.0,0.0,Fabian,CAR,2021-07-16,Benguet,"Mt. Cabuyao, Tuba, Benguet",2.0,Fabian,CAR,Typhoon,0.0,0.0,685.0,5.0,52.0,57.0,0.0,1486111.5,both,both,True,True
2021,FABIAN,NCR,206.9,16.9,0.0,0.0,0.0,Fabian,NCR,2021-07-16,Metro Manila,"Port Area, Manila",1.0,Fabian,NCR,Typhoon,0.0,0.0,25881.0,20.0,0.0,20.0,0.0,0.0,both,both,True,True
2021,FABIAN,REGION I,,,,,,,,,,,,Fabian,Region I,Typhoon,0.0,0.0,4201.0,0.0,35.0,35.0,150000.0,0.0,right_only,impact_only,False,True
2021,FABIAN,REGION III,863.4,72.0,0.0,0.0,0.0,Fabian,Region III,2021-07-16,Bataan,"Abucay, Bataan",4.0,Fabian,Region III,Typhoon,0.0,0.0,603.0,0.0,3.0,3.0,14538220.81,0.0,both,both,True,True
2021,FABIAN,REGION IV B,,,,,,,,,,,,Fabian,Region IV-B,Typhoon,0.0,0.0,78257.0,35.0,23.0,58.0,191675385.0,1278141403.82,right_only,impact_only,False,True
2021,FABIAN,REGION V,,,,,,,,,,,,Fabian,Region V,Typhoon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5479886.41,right_only,impact_only,False,True
2021,FABIAN,REGION VI,,,,,,,,,,,,Fabian,Region VI,Typhoon,0.0,0.0,1202.0,38.0,118.0,156.0,3824600.0,2598114.7,right_only,impact_only,False,True
2021,GORIO,REGION I,,,,,,,,,,,,Gorio,Region I,Tropical Storm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,HUANING,REGION IV B,,,,,,,,,,,,Huaning,Region IV-B,Tropical Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,ISANG,REGION II,,,,,,,,,,,,Isang,Region II,Tropical Storm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,CALABARZON,,,,,,,,,,,,Jolina,CALABARZON,Typhoon,0.0,0.0,75016.0,313.0,4703.0,5016.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,CAR,187.8,24.645833333333336,0.0,0.0,0.0,Jolina,CAR,2021-09-06,Benguet,"Mt. Cabuyao, Tuba, Benguet",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,JOLINA,NCR,,,,,,,,,,,,Jolina,NCR,Typhoon,0.0,0.0,247.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,REGION III,,,,,,,,,,,,Jolina,Region III,Typhoon,0.0,0.0,7464.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,REGION IV A,500.40000000000003,70.5,0.0,0.0,0.0,Jolina,Region IV-A,2021-09-06,Rizal,"Tanay, Rizal",3.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,JOLINA,REGION IV B,,,,,,,,,,,,Jolina,Region IV-B,Typhoon,0.0,0.0,0.0,8.0,1294.0,1302.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,REGION V,,,,,,,,,,,,Jolina,Region V,Typhoon,20.0,33.0,0.0,327.0,1708.0,2035.0,0.0,1349221036.1,right_only,impact_only,False,True
2021,JOLINA,REGION VI,,,,,,,,,,,,Jolina,Region VI,Typhoon,0.0,0.0,15470.0,2.0,8.0,10.0,0.0,0.0,right_only,impact_only,False,True
2021,JOLINA,REGION VIII,593.5,106.66666666666667,0.0,0.0,0.0,Jolina,Region VIII,2021-09-06,Eastern Samar,"Borongan City, Eastern Samar",4.0,Jolina,Region VIII,Typhoon,0.0,0.0,0.0,569.0,9919.0,10488.0,63676053.0,0.0,both,both,True,True
2021,KIKO,CAR,187.8,32.857142857142854,0.0,0.0,0.0,Kiko,CAR,2021-09-07,Benguet,"Mt. Cabuyao, Tuba, Benguet",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,KIKO,REGION II,1861.4,191.0,0.0,0.0,0.0,Kiko,Region II,2021-09-07,Cagayan,"Calayan, Cagayan",4.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,KIKO,REGION III,274.4,26.0,0.0,0.0,0.0,Kiko,Region III,2021-09-07,Aurora,"Baler, Aurora",2.0,Kiko,Region III,Super Typhoon,0.0,0.0,20568.0,0.0,0.0,0.0,0.0,0.0,both,both,True,True
2021,KIKO,REGION IV A,166.8,32.857142857142854,0.0,0.0,0.0,Kiko,Region IV-A,2021-09-07,Quezon,"Tayabas City, Quezon",1.0,,,,,,,,,,,,left_only,info_infra_only,True,False
2021,KIKO,REGION IV B,,,,,,,,,,,,Kiko,Region IV-B,Super Typhoon,0.0,27.0,338.0,0.0,0.0,0.0,0.0,37354667.52,right_only,impact_only,False,True
2021,LANNIE,REGION IV B,,,,,,,,,,,,Lannie,Region IV-B,Tropical Depression,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,LANNIE,REGION VI,,,,,,,,,,,,Lannie,Region VI,Tropical Depression,1.0,0.0,25386.0,4.0,17.0,21.0,0.0,12225109.47,right_only,impact_only,False,True
2021,LANNIE,REGION VII,,,,,,,,,,,,Lannie,Region VII,Tropical Depression,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,LANNIE,REGION VIII,,,,,,,,,,,,Lannie,Region VIII,Tropical Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,MARING,CALABARZON,,,,,,,,,,,,Maring,CALABARZON,Severe Tropical Storm,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,right_only,impact_only,False,True
2021,MARING,CAR,1126.1,53.2,0.0,0.0,0.0,Maring,CAR,2021-10-07,Benguet,Baguio City,2.0,Maring,CAR,Severe Tropical Storm,7.0,2.0,130655.0,57.0,888.0,945.0,104070238.36,426997123.36,both,both,True,True
2021,MARING,CARAGA,,,,,,,,,,,,Maring,CARAGA,Severe Tropical Storm,0.0,0.0,0.0,8.0,45.0,53.0,1980000.0,960550.0,right_only,impact_only,False,True
2021,MARING,REGION I,241.3,22.0,0.0,0.0,0.0,Maring,Region I,2021-10-07,Pangasinan,"Dagupan City, Pangasinan",1.0,Maring,Region I,Severe Tropical Storm,26.0,3.0,429089.0,141.0,5930.0,6071.0,911008500.0,1392604998.65,both,both,True,True
2021,MARING,REGION II,553.6,111.0,0.0,0.0,0.0,Maring,Region II,2021-10-07,Cagayan,"Aparri, Cagayan",4.0,Maring,Region II,Severe Tropical Storm,2.0,0.0,51861.0,6.0,6.0,12.0,37876550.0,276832083.36,both,both,True,True
2021,MARING,REGION III,,,,,,,,,,,,Maring,Region III,Severe Tropical Storm,0.0,0.0,0.0,28.0,1.0,29.0,0.0,42060692.88,right_only,impact_only,False,True
2021,MARING,REGION IV B,140.8,26.6,0.0,0.0,0.0,Maring,Region IV-B,2021-10-07,Occidental Mindoro,"San Jose, Occidental Mindoro",1.0,Maring,Region IV-B,Severe Tropical Storm,5.0,0.0,0.0,52.0,60.0,112.0,980000.0,33504242.84,both,both,True,True
2021,MARING,REGION VI,,,,,,,,,,,,Maring,Region VI,Severe Tropical Storm,0.0,0.0,0.0,23.0,152.0,175.0,500000.0,70854.06,right_only,impact_only,False,True
2021,NANDO,REGION II,,,,,,,,,,,,Nando,Region II,Tropical Depression,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,right_only,impact_only,False,True
2021,ODETTE,CARAGA,,,,,,,,,,,,Odette,CARAGA,Super Typhoon,71.0,0.0,106562.0,241.0,9928.0,10169.0,12823973975.0,742395847.0,right_only,impact_only,False,True
2021,ODETTE,REGION IV B,156.5,45.4,0.0,0.0,0.0,Odette,Region IV-B,2021-12-14,Palawan,"Puerto Princesa City, Palawan",1.0,Odette,Region IV-B,Super Typhoon,25.0,0.0,62264.0,6.0,23.0,29.0,1482902055.0,2257525328.0,both,both,True,True
