Cyclone Name,Region,Year,Category,Deaths,Injuries,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP)
Kristine and Leon,Region XII,2024,Combined Effects,0,0,111569,58,138,196,15000000.0,22898170.0
Marce,CAR,2024,Typhoon,0,0,64405,58,4756,4814,0.0,0.0
Marce,Region I,2024,Typhoon,0,0,46035,58,2236,2294,0.0,16247830.58
Marce,Region II,2024,Typhoon,1,0,277074,1031,20801,21832,176478600.0,0.0
Querubin,Region X,2024,Tropical Depression,0,0,549,0,0,0,0.0,0.0
Querubin,Region XI,2024,Tropical Depression,0,0,157,0,0,0,0.0,0.0
Romina,Region IV-B,2024,Tropical Depression,4,0,88326,2,19,21,581000000.0,0.0
Romina,Region XI,2024,Tropical Depression,0,0,157,0,0,0,0.0,0.0
Romina,Region XII,2024,Tropical Depression,0,0,49328,0,0,0,0.0,0.0
Auring,BARMM,2025,Tropical Depression,0,0,410,8,77,85,0.0,0.0
Auring,Region III,2025,Tropical Depression,0,0,11016,0,4,4,0.0,0.0
Auring,Region IX,2025,Tropical Depression,0,0,4588,1,69,70,0.0,0.0
Auring,Region VII,2025,Tropical Depression,0,0,206,0,0,0,0.0,0.0
Auring,Region X,2025,Tropical Depression,3,0,1016,0,630,630,0.0,0.0
Auring,Region XI,2025,Tropical Depression,0,0,611,1,0,1,0.0,0.0
Auring,Region XII,2025,Tropical Depression,0,0,780,0,0,0,0.0,0.0
Bising,CAR,2025,Severe Tropical Storm,0,0,335,0,19,19,12400000.0,0.0
Bising,NCR,2025,Severe Tropical Storm,0,0,6000,0,0,0,0.0,0.0
Bising,Region I,2025,Severe Tropical Storm,0,0,1959,0,0,0,0.0,0.0
Bising,Region III,2025,Severe Tropical Storm,0,0,95104,4,0,4,0.0,0.0
Crising and Dante and Emong,BARMM,2025,Combined Effects,0,0,33074,176,308,484,0.0,0.0
Crising and Dante and Emong,CALABARZON,2025,Combined Effects,0,2,374584,172,3491,3663,854644323.27,99482799.09
Crising and Dante and Emong,CAR,2025,Combined Effects,0,9,51343,18,45,63,74239640.1,90482.0
Crising and Dante and Emong,CARAGA,2025,Combined Effects,1,0,115,0,1,1,0.0,0.0
Crising and Dante and Emong,NCR,2025,Combined Effects,0,0,704480,0,0,0,0.0,0.0
Crising and Dante and Emong,NIR,2025,Combined Effects,0,0,188416,53,443,496,0.0,60357273.0
Crising and Dante and Emong,Region I,2025,Combined Effects,0,0,1056328,12,438,450,1280531693.06,1805549.22
Crising and Dante and Emong,Region II,2025,Combined Effects,0,0,25718,1,5,6,75600000.0,4069019.0
Crising and Dante and Emong,Region III,2025,Combined Effects,3,0,2639003,37,118,155,3173016468.38,46640321.57
Crising and Dante and Emong,Region IV-B,2025,Combined Effects,0,0,264914,9,19,28,289062400.0,173942253.71
Crising and Dante and Emong,Region IX,2025,Combined Effects,0,1,45150,105,296,401,0.0,1200.0
Crising and Dante and Emong,Region V,2025,Combined Effects,0,0,393972,0,7,7,0.0,11460868.3
Crising and Dante and Emong,Region VI,2025,Combined Effects,0,0,350442,95,710,805,161827992.38,27868653.86
Crising and Dante and Emong,Region VII,2025,Combined Effects,0,0,13941,0,0,0,0.0,0.0
Crising and Dante and Emong,Region X,2025,Combined Effects,1,1,19850,20,148,168,0.0,0.0
Crising and Dante and Emong,Region XI,2025,Combined Effects,0,0,3204,59,80,139,0.0,0.0
Crising and Dante and Emong,Region XII,2025,Combined Effects,0,0,8277,27,236,263,0.0,58681824.0
Isang,BARMM,2025,Tropical Storm,0,0,24911,0,0,0,0.0,0.0
Isang,CAR,2025,Tropical Storm,0,0,9,0,1,1,0.0,0.0
Isang,Region II,2025,Tropical Storm,0,0,113,0,0,0,0.0,0.0
Isang,Region V,2025,Tropical Storm,0,0,13778,0,0,0,0.0,0.0
Isang,Region XI,2025,Tropical Storm,0,0,0,0,0,0,0.0,0.0
Isang,Region XII,2025,Tropical Storm,0,0,11892,0,1,1,0.0,0.0
Jacinto,BARMM,2025,Tropical Depression,0,0,140060,18,356,374,710000.0,0.0
Jacinto,CALABARZON,2025,Tropical Depression,0,0,1053,0,0,0,0.0,0.0
Jacinto,CARAGA,2025,Tropical Depression,0,0,663,0,0,0,0.0,0.0
Jacinto,Region IV-B,2025,Tropical Depression,0,0,4588,1,69,70,0.0,0.0
Jacinto,Region IX,2025,Tropical Depression,0,0,18956,1,0,1,0.0,0.0
Jacinto,Region V,2025,Tropical Depression,0,0,27379,0,0,0,0.0,0.0
Jacinto,Region XII,2025,Tropical Depression,0,0,780,0,0,0,0.0,0.0
Lannie,NCR,2025,Tropical Depression,0,0,6000,0,0,0,0.0,0.0
Lannie,Region III,2025,Tropical Depression,0,0,83675,0,0,0,0.0,0.0
Paolo,CALABARZON,2025,Typhoon,0,0,749,0,0,0,0.0,0.0
Paolo,CAR,2025,Typhoon,0,0,35231,0,0,0,804360.0,105389280.0
Paolo,Region I,2025,Typhoon,0,0,36370,0,0,0,0.0,0.0
Paolo,Region II,2025,Typhoon,1,0,95618,0,0,0,0.0,0.0
Paolo,Region III,2025,Typhoon,0,0,246306,1,26,27,0.0,0.0
Ramil,CALABARZON,2025,Tropical Storm,0,0,7797,0,0,0,0.0,0.0
Ramil,CAR,2025,Tropical Storm,0,0,16018,0,0,0,0.0,4537000.0
Ramil,Region I,2025,Tropical Storm,0,0,15461,0,0,0,0.0,0.0
Ramil,Region II,2025,Tropical Storm,1,0,61449,1,0,1,0.0,13125200.0
Ramil,Region III,2025,Tropical Storm,0,0,3109,0,0,0,0.0,0.0
Tino,CALABARZON,2025,Typhoon,0,0,0,0,0,0,0.0,0.0
Tino,CARAGA,2025,Typhoon,1,0,353915,65,2106,2171,2352000.0,0.0
Tino,NCR,2025,Typhoon,0,0,704480,0,0,0,0.0,0.0
Tino,Region IV-B,2025,Typhoon,0,0,264914,9,19,28,289062400.0,173942253.71
Tino,Region VI,2025,Typhoon,0,0,1224877,15962,56057,72019,161827992.38,27868653.86
Tino,Region VII,2025,Typhoon,139,0,1511900,12130,120560,132690,73334141.0,1200000000.0
Tino,Region VIII,2025,Typhoon,0,0,706549,4206,23854,28060,0.0,0.0
Uwan,CALABARZON,2025,Super Typhoon,0,0,0,0,0,0,0.0,0.0
Uwan,CAR,2025,Super Typhoon,0,0,0,0,0,0,0.0,0.0
Uwan,CARAGA,2025,Super Typhoon,0,0,99109,0,0,0,0.0,0.0
Uwan,NCR,2025,Super Typhoon,0,0,0,0,0,0,0.0,0.0
Uwan,Region I,2025,Super Typhoon,0,0,426884,0,0,0,0.0,0.0
Uwan,Region II,2025,Super Typhoon,3,0,0,0,0,0,0.0,0.0
Uwan,Region III,2025,Super Typhoon,0,0,158697,0,0,0,0.0,0.0
Uwan,Region IV-B,2025,Super Typhoon,0,0,0,0,0,0,0.0,0.0
Uwan,Region IX,2025,Super Typhoon,1,0,0,0,0,0,0.0,0.0
Uwan,Region V,2025,Super Typhoon,1,2,1414412,0,0,0,0.0,0.0
Uwan,Region VI,2025,Super Typhoon,1,0,0,0,0,0,0.0,0.0
Uwan,Region VIII,2025,Super Typhoon,1,1,422392,0,0,0,0.0,0.0
Verbena,CAR,2025,Tropical Depression,0,0,335,0,19,19,18560.0,0.0
Verbena,NCR,2025,Tropical Depression,0,0,1691,0,0,0,0.0,0.0
Verbena,Region V,2025,Tropical Depression,0,0,10332,0,0,0,0.0,0.0
Verbena,Region VI,2025,Tropical Depression,0,0,8375,0,23,23,0.0,0.0
Verbena,Region VII,2025,Tropical Depression,0,0,32308,4,204,208,0.0,0.0
Verbena,Region VIII,2025,Tropical Depression,0,0,1486,0,0,0,0.0,0.0
Verbena,Region XIII,2025,Tropical Depression,0,0,46923,6,0,6,0.0,0.0
