FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),49000000.0,47518988.99,2023-10-25,Construction of Flood Mitigation Structure,47518988.99,1481011.009999998,47.518988990000004
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),34650000.0,33611633.73,2023-11-10,Construction of Flood Mitigation Structure,33611633.73,1038366.2700000033,33.611633729999994
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),48250000.0,47033116.57,2024-12-30,Construction of Flood Mitigation Structure,47033116.57,1216883.4299999997,47.03311657
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),9900000.0,9603918.56,2023-11-20,Construction of Flood Mitigation Structure,9603918.56,296081.4399999995,9.60391856
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),19600000.0,19206336.98,2024-09-17,Construction of Flood Mitigation Structure,19206336.98,393663.01999999955,19.20633698
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),49000000.0,47530417.08,2024-10-24,Construction of Flood Mitigation Structure,47530417.08,1469582.9200000018,47.53041708
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),60909835.0,60252341.13,2025-04-28,Construction of Slope Protection Structure,60252341.13,657493.8699999973,60.252341130000005
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),9800000.0,9499999.99,2024-06-25,Construction of Flood Mitigation Structure,9499999.99,300000.0099999998,9.499999990000001
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),49000000.0,48699961.11,2024-10-23,Construction of Flood Mitigation Structure,48699961.11,300038.8900000006,48.69996111
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),9800000.0,9765203.1,2024-08-26,Construction of Flood Mitigation Structure,9765203.1,34796.90000000037,9.765203099999999
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),114835000.0,110634633.37,2025-04-12,Construction of Flood Mitigation Structure,110634633.37,4200366.629999995,110.63463337
2022,Region X,Misamis Oriental,VILLANUEVA (MISAMIS ORIENTAL),62725000.0,62725000.0,2022-12-17,Construction of Flood Mitigation Structure,62725000.0,0.0,62.725
2022,Region X,Misamis Oriental,VILLANUEVA (MISAMIS ORIENTAL),62725000.0,62725000.0,2022-12-20,Construction of Flood Mitigation Structure,62725000.0,0.0,62.725
2022,Region X,Misamis Oriental,VILLANUEVA (MISAMIS ORIENTAL),67550000.0,67550000.0,2022-12-13,Construction of Flood Mitigation Structure,67550000.0,0.0,67.55
2022,Region X,Misamis Oriental,LUGAIT (MISAMIS ORIENTAL),67550000.0,67550000.0,2022-12-25,Construction of Flood Mitigation Structure,67550000.0,0.0,67.55
2022,Region X,Misamis Oriental,LUGAIT (MISAMIS ORIENTAL),67550000.0,67550000.0,2022-10-21,Construction of Flood Mitigation Structure,67550000.0,0.0,67.55
2022,Region X,Misamis Oriental,LUGAIT (MISAMIS ORIENTAL),62725000.0,62725000.0,2022-11-11,Construction of Flood Mitigation Structure,62725000.0,0.0,62.725
2023,Region X,Misamis Oriental,LUGAIT (MISAMIS ORIENTAL),4950000.0,4950000.0,2023-10-04,Construction of Flood Mitigation Structure,4950000.0,0.0,4.95
2022,Region X,Misamis Oriental,GITAGUM (MISAMIS ORIENTAL),49000000.0,48250000.0,2022-10-23,Construction of Flood Mitigation Structure,48250000.0,750000.0,48.25
2022,Region X,Misamis Oriental,OPOL (MISAMIS ORIENTAL),62725000.0,53541974.18,2022-09-01,Construction of Flood Mitigation Structure,53541974.18,9183025.82,53.54197418
2022,Region X,Misamis Oriental,OPOL (MISAMIS ORIENTAL),62725000.0,56703295.7,2022-10-25,Construction of Flood Mitigation Structure,56703295.7,6021704.299999997,56.703295700000005
2022,Region X,Misamis Oriental,OPOL (MISAMIS ORIENTAL),62725000.0,62725000.0,2022-12-30,Construction of Flood Mitigation Structure,62725000.0,0.0,62.725
2022,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),29400000.0,29399500.5,2022-11-25,Construction of Flood Mitigation Structure,29399500.5,499.5,29.3995005
2022,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),29400000.0,28118087.95,2023-05-30,Construction of Flood Mitigation Structure,28118087.95,1281912.0500000007,28.11808795
2022,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),140215465.0,134600733.29,2024-08-18,Construction of Drainage Structure,134600733.29,5614731.710000008,134.60073329
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),24500000.0,24500000.0,2023-09-23,Rehabilitation / Major Repair of Flood Control Structure,24500000.0,0.0,24.5
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),39200000.0,39200000.0,2023-12-26,Construction of Drainage Structure,39200000.0,0.0,39.2
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),39200000.0,39200000.0,2023-11-16,Construction of Drainage Structure,39200000.0,0.0,39.2
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),67375000.0,66022344.63,2024-07-31,Construction of Flood Mitigation Structure,66022344.63,1352655.3699999973,66.02234463
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),67375000.0,66022355.72,2024-09-01,Construction of Flood Mitigation Structure,66022355.72,1352644.2800000012,66.02235572
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),49000000.0,49000000.0,2024-02-28,Construction of Drainage Structure,49000000.0,0.0,49.0
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),49000000.0,49000000.0,2023-12-21,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),72375000.0,71255247.92,2023-11-28,Construction of Flood Mitigation Structure,71255247.92,1119752.0799999982,71.25524792
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),72375000.0,72375000.0,2023-11-27,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),24750000.0,24377496.18,2023-11-28,Construction of Flood Mitigation Structure,24377496.18,372503.8200000003,24.37749618
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-07-30,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),96500000.0,96499465.0,2023-12-22,Construction of Flood Mitigation Structure,96499465.0,535.0,96.499465
2023,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),96500000.0,96500000.0,2023-12-22,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),12250000.0,12250000.0,2024-07-26,Construction of Flood Mitigation Structure,12250000.0,0.0,12.25
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),72375000.0,72375000.0,2024-12-27,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-12-27,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),24750000.0,24750000.0,2024-07-25,Construction of Flood Mitigation Structure,24750000.0,0.0,24.75
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),19800000.0,19800000.0,2024-09-15,Construction of Drainage Structure,19800000.0,0.0,19.8
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),72375000.0,72375000.0,2024-12-20,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),9900000.0,9900000.0,2024-09-30,Construction of Drainage Structure,9900000.0,0.0,9.9
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),87863250.0,86096230.7,2025-03-31,Construction of Flood Mitigation Structure,86096230.7,1767019.299999997,86.0962307
2024,Region X,Misamis Oriental,CAGAYAN DE ORO CITY (CAPITAL) (MISAMIS ORIENTAL),149575000.0,146125204.54,2025-01-30,Construction of Flood Mitigation Structure,146125204.54,3449795.4600000083,146.12520454
2021,Region X,Misamis Oriental,,96500000.0,80672953.52,2022-12-13,Construction of Flood Mitigation Structure,80672953.52,15827046.480000004,80.67295352
2022,Region X,Misamis Oriental,KINOGUITAN (MISAMIS ORIENTAL),67550000.0,64814025.23,2023-05-03,Construction of Flood Mitigation Structure,64814025.23,2735974.7700000033,64.81402523
2023,Region X,Misamis Oriental,KINOGUITAN (MISAMIS ORIENTAL),72375000.0,72375000.0,2024-01-30,Construction of Revetment,72375000.0,0.0,72.375
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),67550000.0,65157953.24,2023-10-09,Construction of Flood Mitigation Structure,65157953.24,2392046.759999998,65.15795324
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),67550000.0,65153251.9,2023-07-24,Construction of Flood Mitigation Structure,65153251.9,2396748.1000000015,65.1532519
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),67550000.0,65170004.82,2023-07-24,Construction of Flood Mitigation Structure,65170004.82,2379995.1799999997,65.17000482
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),67550000.0,65499177.15,2023-07-24,Construction of Flood Mitigation Structure,65499177.15,2050822.8500000015,65.49917715
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),86850000.0,83793901.28,2023-11-01,Construction of Flood Mitigation Structure,83793901.28,3056098.719999999,83.79390128
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),48250000.0,47284715.1,2024-02-02,Construction of Flood Mitigation Structure,47284715.1,965284.8999999985,47.2847151
2022,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),48250000.0,47276009.03,2023-08-21,Construction of Flood Mitigation Structure,47276009.03,973990.9699999988,47.276009030000004
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),289500000.0,282250640.7,2025-02-07,Construction of Flood Mitigation Structure,282250640.7,7249359.300000012,282.25064069999996
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2023-11-23,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),53075000.0,53075000.0,2023-12-16,Construction of Flood Mitigation Structure,53075000.0,0.0,53.075
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),77200000.0,77200000.0,2024-01-26,Construction of Flood Mitigation Structure,77200000.0,0.0,77.2
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),77200000.0,77200000.0,2023-10-13,Construction of Flood Mitigation Structure,77200000.0,0.0,77.2
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),77200000.0,77200000.0,2023-10-13,Construction of Flood Mitigation Structure,77200000.0,0.0,77.2
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),289500000.0,279359677.5,2024-05-26,Construction of Flood Mitigation Structure,279359677.5,10140322.5,279.3596775
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),289500000.0,280801925.38,2024-07-20,Construction of Flood Mitigation Structure,280801925.38,8698074.620000005,280.80192538
2023,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),274500000.0,266231274.69,2024-08-31,Construction of Flood Mitigation Structure,266231274.69,8268725.310000002,266.23127469
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-09-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-19,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),125450000.0,125450000.0,2024-09-12,Construction of Flood Mitigation Structure,125450000.0,0.0,125.45
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),125450000.0,125450000.0,2024-10-10,Construction of Flood Mitigation Structure,125450000.0,0.0,125.45
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-10-18,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,TAGOLOAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2022,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),9800000.0,9800000.0,2022-11-30,Construction of Drainage Structure,9800000.0,0.0,9.8
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2023-09-06,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2023-11-28,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),96500000.0,96500000.0,2023-12-14,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),96500000.0,96500000.0,2023-10-16,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2024-03-08,Construction of Revetment,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2024-01-10,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2023-09-06,Construction of Flood Mitigation Structure,72375000.0,0.0,72.375
2023,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),72375000.0,72375000.0,2023-12-11,Construction of Revetment,72375000.0,0.0,72.375
2024,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),29400000.0,29399467.33,2024-12-01,Construction of Flood Mitigation Structure,29399467.33,532.6700000017881,29.399467329999997
2024,Region X,Misamis Oriental,BALINGASAG (MISAMIS ORIENTAL),39600000.0,39599823.02,2024-12-01,Construction of Flood Mitigation Structure,39599823.02,176.97999999672174,39.59982302
2022,Region X,Misamis Oriental,ALUBIJID (MISAMIS ORIENTAL),144750000.0,141124491.52,2024-03-25,Construction of Flood Mitigation Structure,141124491.52,3625508.4799999893,141.12449152000002
2022,Region X,Misamis Oriental,ALUBIJID (MISAMIS ORIENTAL),144750000.0,139728160.14,2023-10-14,Construction of Flood Mitigation Structure,139728160.14,5021839.860000014,139.72816013999997
2021,Region X,Misamis Oriental,,19600000.0,19795000.0,2022-12-01,Construction of Flood Mitigation Structure,19795000.0,-195000.0,19.795
2023,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),77200000.0,77200000.0,2023-11-27,Construction of Flood Mitigation Structure,77200000.0,0.0,77.2
2023,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),77200000.0,77200000.0,2023-11-27,Construction of Flood Mitigation Structure,77200000.0,0.0,77.2
2024,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),95264800.0,95264800.0,2024-10-20,Construction of Flood Mitigation Structure,95264800.0,0.0,95.2648
2024,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-07-24,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-07-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-11-25,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region X,Misamis Oriental,JASAAN (MISAMIS ORIENTAL),96500000.0,96500000.0,2024-12-18,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
